x,y,z,r,g,b
-0.161841,-0.490737,3.176106,171,165,175
-0.145193,-0.487342,3.154135,211,214,243
-0.126837,-0.476716,3.085360,255,255,255
-0.109993,-0.469653,3.039651,255,255,255
-0.097335,-0.481056,3.113451,237,239,245
-0.083206,-0.488092,3.158991,181,173,187
-0.064335,-0.464152,3.004048,255,255,255
-0.046967,-0.439994,2.847695,255,255,255
-0.033224,-0.443689,2.871609,255,255,255
-0.020568,-0.478154,3.094667,189,184,189
-0.005422,-0.486221,3.146878,184,176,197
0.009699,-0.468266,3.030671,255,255,255
0.023591,-0.448713,2.904125,255,255,255
0.039453,-0.467231,3.023971,255,255,255
0.056636,-0.486968,3.151712,206,200,214
0.070794,-0.477794,3.092335,253,255,255
0.083562,-0.464152,3.004048,255,255,255
0.097003,-0.457785,2.962837,255,255,255
0.118886,-0.487717,3.156561,255,254,255
0.136102,-0.493794,3.195895,198,202,224
0.147138,-0.478515,3.097003,255,255,255
0.157858,-0.465174,3.010660,255,255,255
0.175907,-0.473865,3.066913,255,255,255
0.195836,-0.485848,3.144467,185,189,187
0.212130,-0.487717,3.156561,211,211,225
0.222034,-0.475643,3.078416,255,255,255
0.233167,-0.467575,3.026201,255,255,255
0.257563,-0.485476,3.142059,208,216,224
0.268711,-0.477794,3.092335,151,152,154
0.274623,-0.462122,2.990911,255,249,248
0.289770,-0.462797,2.995277,255,255,255
0.305856,-0.464833,3.008452,232,230,236
0.313317,-0.454178,2.939491,159,157,160
0.337459,-0.467575,3.026201,144,140,137
0.354975,-0.471049,3.048684,255,255,255
0.369162,-0.470001,3.041904,255,255,255
0.385281,-0.471399,3.050951,242,239,243
0.383479,-0.451590,2.922741,165,158,167
0.430692,-0.488845,3.163862,187,186,197
0.443873,-0.486221,3.146878,255,255,255
0.452769,-0.479238,3.101685,255,255,255
0.467333,-0.478515,3.097003,194,196,194
0.484409,-0.480327,3.108734,163,163,162
0.497828,-0.478515,3.097003,255,255,255
0.513463,-0.478876,3.099342,255,255,255
0.528722,-0.478876,3.099342,255,255,255
0.541527,-0.476716,3.085360,198,201,202
0.556717,-0.476716,3.085360,196,195,212
0.562601,-0.468959,3.035155,255,255,255
0.565416,-0.459111,2.971419,255,255,255
0.572173,-0.452880,2.931092,213,223,231
0.572695,-0.442142,2.861596,208,203,214
0.562841,-0.424102,2.744836,255,255,255
0.557702,-0.410377,2.656006,255,255,255
0.566744,-0.407476,2.637229,255,255,255
0.578241,-0.406431,2.630467,255,255,255
0.588175,-0.404357,2.617047,255,255,255
0.597251,-0.401795,2.600462,255,255,255
0.605449,-0.398762,2.580836,255,255,255
0.614292,-0.396270,2.564706,255,255,255
0.624966,-0.395036,2.556716,255,255,255
0.632822,-0.392104,2.537742,255,255,255
0.642139,-0.390174,2.525249,255,255,255
0.652564,-0.388977,2.517503,255,255,255
0.662519,-0.387550,2.508270,255,255,255
0.671993,-0.385899,2.497583,255,255,255
0.682213,-0.384728,2.490005,255,255,255
0.691117,-0.382870,2.477977,255,255,255
0.699515,-0.380800,2.464582,255,255,255
0.707400,-0.378527,2.449868,255,255,255
0.713498,-0.375389,2.429561,255,255,255
0.720342,-0.372741,2.412421,255,255,255
0.725818,-0.369482,2.391334,255,255,255
0.733743,-0.367555,2.378857,255,255,255
0.738604,-0.364177,2.356995,255,255,255
0.744224,-0.361272,2.338193,255,255,255
0.751879,-0.359429,2.326264,255,255,255
0.758602,-0.357201,2.311847,255,255,255
0.769117,-0.356799,2.309246,255,255,255
0.777860,-0.355598,2.301475,255,255,255
0.785665,-0.354010,2.291194,255,255,255
0.789016,-0.350488,2.268396,255,255,255
0.794910,-0.348178,2.253448,255,255,255
0.792513,-0.342350,2.215729,255,255,255
0.774161,-0.329881,2.135031,255,255,255
0.745497,-0.313412,2.028438,248,242,245
0.724333,-0.300489,1.944800,249,238,242
0.712303,-0.291643,1.887548,197,188,198
0.673861,-0.272350,1.762684,166,154,155
0.673285,-0.268658,1.738784,70,64,67
0.677254,-0.266848,1.727075,49,46,46
0.684604,-0.266400,1.724172,48,47,40
0.694844,-0.267073,1.728530,48,45,40
0.704541,-0.267524,1.731447,45,42,41
0.712465,-0.267298,1.729987,42,42,37
0.720982,-0.267298,1.729987,41,41,38
0.728884,-0.267073,1.728530,44,39,40
0.736774,-0.266848,1.727075,42,42,40
0.745277,-0.266848,1.727075,41,39,37
0.753779,-0.266848,1.727075,42,39,37
0.762282,-0.266848,1.727075,42,39,37
0.770785,-0.266848,1.727075,42,39,36
0.779288,-0.266848,1.727075,37,37,34
0.787791,-0.266848,1.727075,41,36,37
0.796294,-0.266848,1.727075,42,35,35
0.804797,-0.266848,1.727075,39,35,32
0.813300,-0.266848,1.727075,36,36,36
0.821111,-0.266624,1.725622,36,34,31
0.828910,-0.266400,1.724172,37,34,30
0.835993,-0.265953,1.721279,36,33,27
0.843760,-0.265730,1.719836,37,33,27
0.850801,-0.265285,1.716958,34,32,31
0.857818,-0.264842,1.714089,31,31,29
0.864812,-0.264400,1.711230,34,30,31
0.871783,-0.263960,1.708380,33,30,27
0.877272,-0.263084,1.702709,31,28,28
0.883455,-0.262430,1.698481,28,28,25
0.888874,-0.261564,1.692875,27,26,24
0.894993,-0.260918,1.688695,25,24,27
0.899605,-0.259849,1.681774,28,25,23
0.904918,-0.259000,1.676278,28,26,25
0.910196,-0.258156,1.670818,24,24,22
0.914698,-0.257109,1.664043,27,21,20
0.918421,-0.255864,1.655984,22,20,21
0.922109,-0.254631,1.648004,23,21,18
0.923546,-0.252804,1.636176,24,21,20
0.924963,-0.251002,1.624517,24,24,21
0.926360,-0.249226,1.613022,30,29,28
0.928462,-0.247669,1.602941,34,33,33
0.930538,-0.246130,1.592985,39,35,35
0.934029,-0.244989,1.585598,43,48,41
0.936768,-0.243671,1.577067,50,46,42
0.938760,-0.242182,1.567429,43,39,36
0.942875,-0.241260,1.561465,35,32,33
0.945526,-0.239982,1.553190,30,30,30
0.948863,-0.238897,1.546168,26,24,24
0.952170,-0.237821,1.539208,20,21,20
0.956876,-0.237110,1.534603,21,19,20
0.960838,-0.236227,1.528886,21,20,21
0.963340,-0.235001,1.520952,21,17,19
0.963685,-0.233271,1.509760,13,12,12
0.965435,-0.231906,1.500925,9,9,10
0.967164,-0.230557,1.492192,13,12,12
0.968874,-0.229223,1.483561,13,14,15
0.971261,-0.228069,1.476090,13,12,12
0.975721,-0.227415,1.471854,13,10,13
-1.988585,-0.315756,2.110869,94,99,100
-1.988421,-0.317388,2.121783,97,98,96
-1.986191,-0.318707,2.130597,96,100,100
-1.984977,-0.320203,2.140599,96,99,100
-1.983752,-0.321713,2.150697,99,99,104
-1.982515,-0.323238,2.160889,98,99,96
-1.981266,-0.324777,2.171180,93,100,101
-1.982113,-0.326679,2.183890,101,99,101
-1.981908,-0.328427,2.195575,101,99,99
-1.982769,-0.330371,2.208573,101,97,103
-1.981493,-0.331979,2.219323,98,100,103
-1.980206,-0.333603,2.230179,104,99,99
-1.977825,-0.335060,2.239918,100,98,98
-1.976507,-0.336714,2.250976,98,98,97
-1.978448,-0.338945,2.265891,95,100,98
-1.976022,-0.340449,2.275945,94,99,97
-1.973573,-0.341966,2.286089,95,96,96
-1.970001,-0.343305,2.295039,91,98,91
-1.967505,-0.344848,2.305353,97,98,96
-1.964986,-0.346405,2.315761,100,97,96
-1.962445,-0.347976,2.326264,100,99,96
-1.960997,-0.349760,2.338193,98,96,98
-1.961782,-0.351966,2.352941,96,98,98
-1.960314,-0.353792,2.365146,98,98,96
-1.957697,-0.355431,2.376103,101,101,97
-1.955054,-0.357085,2.387161,98,96,95
-1.954673,-0.359174,2.401129,96,93,93
-1.955438,-0.361501,2.416684,90,94,83
-1.956213,-0.363858,2.432442,89,88,87
-1.960507,-0.366903,2.452797,74,76,73
-1.958969,-0.368888,2.466063,54,58,61
-1.958598,-0.371118,2.480973,34,30,33
-1.957033,-0.373148,2.494547,53,44,37
-1.966267,-0.377277,2.522145,66,65,61
-1.974481,-0.381260,2.548776,67,65,65
-1.979142,-0.384605,2.571133,66,63,58
-1.986398,-0.388499,2.597170,65,61,64
-1.991255,-0.391973,2.620389,64,62,58
-1.987237,-0.393733,2.632154,59,55,54
-1.981906,-0.395254,2.642324,45,46,44
-1.976533,-0.396787,2.652572,29,26,30
-1.969840,-0.398073,2.661173,43,41,35
-1.956739,-0.398073,2.661173,49,46,43
-1.947426,-0.398849,2.666361,51,48,48
-1.936816,-0.399368,2.669830,52,52,53
-1.923671,-0.399368,2.669830,52,49,58
-1.908044,-0.398849,2.666361,54,55,76
-1.892457,-0.398332,2.662900,75,74,104
-1.878129,-0.398073,2.661173,216,197,205
-1.871094,-0.399368,2.669830,255,255,255
-1.864013,-0.400672,2.678544,225,247,254
-1.846006,-0.399628,2.671568,119,128,142
-1.831661,-0.399368,2.669830,198,189,191
-1.817334,-0.399109,2.668094,235,238,255
-1.796024,-0.397300,2.656006,223,248,255
-1.773763,-0.395254,2.642324,160,181,226
-1.769872,-0.397300,2.656006,222,215,254
-1.760213,-0.398073,2.661173,255,255,255
-1.753936,-0.399628,2.671568,255,255,255
-1.745328,-0.400672,2.678544,254,255,255
-1.745816,-0.403835,2.699690,250,255,255
-1.735951,-0.404634,2.705029,255,255,255
-1.724907,-0.405168,2.708600,255,255,255
-1.713835,-0.405703,2.712180,255,255,255
-1.703860,-0.406509,2.717569,255,255,255
-1.689362,-0.406240,2.715770,255,255,255
-1.675992,-0.406240,2.715770,255,255,255
-1.656045,-0.404634,2.705029,255,255,255
-1.635182,-0.402775,2.692604,255,255,255
-1.617680,-0.401721,2.685556,255,255,255
-1.605509,-0.401984,2.687315,255,255,255
-1.604891,-0.405168,2.708600,255,255,255
-1.616090,-0.411414,2.750355,255,255,255
-1.621019,-0.416155,2.782054,242,254,255
-1.605146,-0.415592,2.778286,255,255,255
-1.587169,-0.414469,2.770782,255,255,255
-1.574591,-0.414749,2.772655,255,255,255
-1.567295,-0.416438,2.783941,255,255,255
-1.563133,-0.418996,2.801044,231,248,255
-1.563214,-0.422747,2.826122,255,255,255
-1.507764,-0.411414,2.750355,255,255,255
-1.466698,-0.403835,2.699690,255,255,255
-1.512100,-0.420143,2.808712,255,255,255
-1.560210,-0.437512,2.924825,249,255,255
-1.523014,-0.431060,2.881692,255,255,255
-1.498305,-0.428054,2.861596,255,255,255
-1.511624,-0.435958,2.914438,255,255,255
-1.494092,-0.435031,2.908242,255,255,255
-1.456040,-0.428054,2.861596,255,255,255
-1.454120,-0.431666,2.885745,255,255,255
-1.453198,-0.435649,2.912370,255,255,255
-1.454342,-0.440337,2.943708,255,255,255
-1.543962,-0.472176,3.156561,242,252,255
-1.564525,-0.483330,3.231125,255,255,255
-1.415943,-0.441922,2.954304,255,255,255
-1.372737,-0.432884,2.893885,255,255,255
-1.374974,-0.438136,2.929000,255,255,255
-1.420370,-0.457399,3.057771,255,255,255
-1.424421,-0.463617,3.099342,255,255,255
-1.417728,-0.466436,3.118183,255,255,255
-1.405581,-0.467501,3.125308,255,255,255
-1.383870,-0.465375,3.111091,255,255,255
-1.318569,-0.448378,2.997464,162,172,199
-1.316312,-0.452676,3.026201,255,255,255
-1.289055,-0.448378,2.997464,255,255,255
-1.289367,-0.453680,3.032911,255,255,255
-1.533850,-0.552501,3.693545,255,255,255
-1.172447,-0.432579,2.891846,255,255,255
-1.185786,-0.442878,2.960699,255,255,255
-1.573203,-0.602384,4.027016,255,255,255
-1.100484,-0.432274,2.889809,255,255,255
-1.099419,-0.437512,2.924825,255,255,255
-1.522282,-0.613829,4.103529,255,255,255
-1.421078,-0.580728,3.882241,255,255,255
-1.087555,-0.456718,3.053221,255,255,255
-1.389993,-0.600322,4.013231,255,255,255
-1.323008,-0.579631,3.874909,255,255,255
-1.203891,-0.535161,3.577619,255,255,255
-1.131056,-0.510249,3.411080,255,255,255
-1.218597,-0.558026,3.730481,255,255,255
-1.262193,-0.586835,3.923068,255,255,255
-1.217276,-0.574746,3.842256,255,255,255
-1.057726,-0.507297,3.391346,255,255,255
-1.058526,-0.515823,3.448344,255,255,255
-1.269381,-0.639073,4.272285,241,239,249
-0.992285,-0.516691,3.454149,255,255,255
-0.985231,-0.521964,3.489395,255,255,255
-1.023767,-0.552005,3.690224,201,215,229
-1.024016,-0.562115,3.757811,186,194,223
-0.963178,-0.538447,3.599587,255,255,255
-0.892975,-0.508558,3.399776,255,255,255
-0.870467,-0.505209,3.377390,228,231,244
-0.856659,-0.506878,3.388546,255,255,255
-0.772957,-0.466436,3.118183,255,255,255
-0.759337,-0.467501,3.125308,255,255,255
-0.756042,-0.475100,3.176106,255,255,255
-0.740979,-0.475468,3.178566,255,255,255
-0.729852,-0.478433,3.198386,255,255,255
-0.715779,-0.479554,3.205882,255,255,255
-0.699996,-0.479554,3.205882,255,255,255
-0.684213,-0.479554,3.205882,255,255,255
-0.668429,-0.479554,3.205882,255,255,255
-0.653667,-0.480304,3.210899,255,255,255
-0.636365,-0.479180,3.203379,255,255,255
-0.617701,-0.476946,3.188445,252,254,254
-0.587398,-0.465375,3.111091,223,224,238
-0.567777,-0.461873,3.087682,213,215,232
-0.550917,-0.460487,3.078416,253,255,255
-0.535360,-0.460142,3.076109,189,197,206
-0.519436,-0.459453,3.071504,139,137,146
-0.503184,-0.458424,3.064622,245,241,250
-0.485919,-0.456379,3.050951,255,255,255
-0.471951,-0.457399,3.057771,255,255,255
-0.462759,-0.463267,3.097003,255,255,255
-0.450915,-0.466790,3.120554,182,185,196
-0.434560,-0.465728,3.113451,255,255,255
-0.416702,-0.462918,3.094667,255,255,255
-0.391430,-0.451345,3.017301,255,255,255
-0.382481,-0.458424,3.064622,252,255,255
-0.379875,-0.473999,3.168748,255,255,255
-0.354955,-0.461873,3.087682,255,255,255
-0.334717,-0.455025,3.041904,255,255,255
-0.320215,-0.455701,3.046421,255,255,255
-0.314077,-0.468930,3.134858,255,255,255
-0.302105,-0.474366,3.171197,255,255,255
-0.275835,-0.456718,3.053221,255,255,255
-0.253265,-0.443518,2.964978,255,255,255
-0.238840,-0.443839,2.967122,255,255,255
-0.248289,-0.491456,3.285451,235,230,236
-0.229359,-0.485624,3.246463,255,255,255
-0.206356,-0.469647,3.139655,255,255,255
-0.189019,-0.465022,3.108734,255,255,255
-0.177067,-0.473999,3.168748,249,248,250
-0.161466,-0.473999,3.168748,194,181,193
-0.144527,-0.469647,3.139655,255,255,255
-0.126647,-0.460833,3.080728,255,255,255
-0.110075,-0.455025,3.041904,255,255,255
-0.096675,-0.462569,3.092335,243,242,248
-0.082571,-0.468930,3.134858,254,254,253
-0.064194,-0.448378,2.997464,255,255,255
-0.047098,-0.427160,2.855622,255,255,255
-0.033364,-0.431363,2.883717,255,255,255
-0.020476,-0.460833,3.080728,206,196,195
-0.005418,-0.470367,3.144467,254,255,255
0.009735,-0.455025,3.041904,255,255,255
0.023726,-0.436889,2.920661,255,255,255
0.039337,-0.451013,3.015084,255,255,255
0.056076,-0.466790,3.120554,252,250,251
0.070422,-0.460142,3.076109,255,255,255
0.083685,-0.450021,3.008452,255,255,255
0.097496,-0.445449,2.977888,255,255,255
0.117262,-0.465728,3.113451,255,254,254
0.134530,-0.472540,3.158991,242,245,251
0.146474,-0.461179,3.083042,255,255,255
0.157511,-0.449362,3.004048,255,255,255
0.175382,-0.457399,3.057771,255,255,255
0.195237,-0.468930,3.134858,201,193,199
0.211641,-0.471089,3.149293,255,255,255
0.222535,-0.461526,3.085360,255,255,255
0.233339,-0.453010,3.028435,255,255,255
0.257563,-0.470007,3.142059,212,212,217
0.268914,-0.462918,3.094667,157,158,161
0.275426,-0.448706,2.999656,255,252,255
0.292331,-0.452010,3.021744,255,255,255
0.307661,-0.452676,3.026201,228,229,233
0.315123,-0.442240,2.956433,159,157,159
0.338958,-0.454688,3.039651,151,143,137
0.356831,-0.458424,3.064622,255,255,255
0.370535,-0.456718,3.053221,255,255,255
0.385567,-0.456718,3.053221,239,236,247
0.384850,-0.438763,2.933187,164,158,160
0.429698,-0.472176,3.156561,187,183,203
0.443194,-0.470007,3.142059,255,255,255
0.452086,-0.463267,3.097003,255,255,255
0.465927,-0.461873,3.087682,198,190,199
0.485144,-0.465728,3.113451,165,158,163
0.498581,-0.463968,3.101685,255,255,255
0.515409,-0.465375,3.111091,255,255,255
0.530324,-0.465022,3.108734,255,255,255
0.543160,-0.462918,3.094667,199,200,206
0.557136,-0.461873,3.087682,194,193,203
0.563017,-0.454352,3.037401,255,255,255
0.565007,-0.444160,2.969269,255,255,255
0.573812,-0.439706,2.939491,221,217,221
0.575908,-0.430455,2.877650,208,199,199
0.565109,-0.412243,2.755896,255,255,255
0.560605,-0.399368,2.669830,255,255,255
0.569305,-0.396274,2.649147,255,255,255
0.580474,-0.394999,2.640624,255,255,255
0.590813,-0.393228,2.628782,255,255,255
0.599149,-0.390228,2.608728,255,255,255
0.606976,-0.387030,2.587345,255,255,255
0.615832,-0.384605,2.571133,255,255,255
0.626527,-0.383404,2.563104,255,255,255
0.634785,-0.380787,2.545614,255,255,255
0.644121,-0.378907,2.533043,255,255,255
0.654169,-0.377509,2.523696,255,255,255
0.664550,-0.376351,2.515959,255,255,255
0.674456,-0.374972,2.506737,255,255,255
0.683042,-0.372922,2.493031,255,255,255
0.691535,-0.370894,2.479474,255,255,255
0.700356,-0.369110,2.467546,255,255,255
0.708670,-0.367123,2.454264,255,255,255
0.714344,-0.363858,2.432442,255,255,255
0.722465,-0.361928,2.419534,255,255,255
0.728791,-0.359174,2.401129,255,255,255
0.736733,-0.357293,2.388550,255,255,255
0.740731,-0.353588,2.363784,255,255,255
0.745924,-0.350559,2.343534,255,255,255
0.753160,-0.348569,2.330227,255,255,255
0.759029,-0.346014,2.313150,255,255,255
0.769984,-0.345819,2.311847,255,255,255
0.778296,-0.344461,2.302766,255,255,255
0.785227,-0.342539,2.289916,255,255,255
0.786407,-0.338198,2.260898,255,255,255
0.791434,-0.335609,2.243592,255,255,255
0.784885,-0.328251,2.194401,255,255,255
0.768166,-0.316897,2.118497,255,255,255
0.744393,-0.302976,2.025434,255,253,255
0.723647,-0.290639,1.942959,239,235,239
0.710995,-0.281832,1.884081,214,206,209
0.671553,-0.262769,1.756648,172,163,160
0.673856,-0.260318,1.740258,60,56,62
0.677254,-0.258346,1.727075,50,45,44
0.685757,-0.258346,1.727075,45,44,41
0.696017,-0.259000,1.731447,45,43,41
0.705136,-0.259218,1.732909,47,42,39
0.713066,-0.259000,1.731447,43,43,39
0.721590,-0.259000,1.731447,42,42,39
0.728884,-0.258563,1.728530,47,42,37
0.736774,-0.258346,1.727075,43,42,37
0.745905,-0.258563,1.728530,41,42,41
0.753779,-0.258346,1.727075,43,40,39
0.762282,-0.258346,1.727075,41,38,35
0.770137,-0.258128,1.725622,41,38,35
0.778633,-0.258128,1.725622,40,37,36
0.787791,-0.258346,1.727075,41,38,33
0.796294,-0.258346,1.727075,38,35,34
0.805475,-0.258563,1.728530,40,35,33
0.813300,-0.258346,1.727075,38,34,33
0.821111,-0.258128,1.725622,39,32,32
0.828910,-0.257911,1.724172,38,33,32
0.835993,-0.257479,1.721279,35,32,31
0.843760,-0.257263,1.719836,32,31,32
0.851513,-0.257047,1.718396,35,31,31
0.857818,-0.256403,1.714089,33,31,28
0.864812,-0.255975,1.711230,35,29,30
0.871058,-0.255337,1.706959,29,30,27
0.878000,-0.254912,1.704123,33,28,27
0.883455,-0.254068,1.698481,29,28,25
0.889608,-0.253439,1.694273,28,27,25
0.895730,-0.252813,1.690086,28,27,27
0.900343,-0.251776,1.683154,27,27,22
0.905658,-0.250952,1.677649,27,25,23
0.910196,-0.249930,1.670818,25,25,22
0.914698,-0.248917,1.664043,25,22,21
0.918421,-0.247711,1.655984,22,21,21
0.922850,-0.246716,1.649328,23,21,19
0.922810,-0.244553,1.634872,22,18,18
0.925696,-0.243197,1.625804,22,21,18
0.927088,-0.241475,1.614292,24,23,21
0.929187,-0.239964,1.604194,26,24,23
0.931985,-0.238658,1.595462,26,23,23
0.934029,-0.237183,1.585598,27,26,27
0.937488,-0.236088,1.578280,29,26,29
0.939478,-0.234644,1.568627,25,24,23
0.942875,-0.233573,1.561465,24,20,26
0.946242,-0.232511,1.554367,22,20,21
0.948863,-0.231285,1.546168,20,18,18
0.952884,-0.230416,1.540364,19,18,19
0.956161,-0.229383,1.533456,18,19,19
0.960838,-0.228699,1.528886,19,18,16
0.963340,-0.227513,1.520952,16,16,18
0.965105,-0.226171,1.511986,14,12,11
0.967558,-0.225011,1.504226,6,7,9
0.969279,-0.223699,1.495455,11,11,10
0.970277,-0.222241,1.485709,14,13,12
0.973362,-0.221279,1.479282,14,13,11
0.977123,-0.220485,1.473969,14,13,14
-1.986541,-0.305049,2.108699,98,98,97
-1.985342,-0.306467,2.118497,96,97,102
-1.984131,-0.307897,2.128386,94,99,97
-1.982908,-0.309341,2.138368,96,99,99
-1.980637,-0.310636,2.147320,97,97,98
-1.980429,-0.312271,2.158616,100,98,97
-1.980218,-0.313922,2.170031,100,100,100
-1.982113,-0.315927,2.183890,96,101,98
-1.981908,-0.317617,2.195575,96,99,101
-1.982769,-0.319497,2.208573,99,101,103
-1.980422,-0.320879,2.218124,103,100,100
-1.979130,-0.322448,2.228967,98,95,102
-1.977825,-0.324032,2.239918,100,98,98
-1.976507,-0.325632,2.250976,99,99,102
-1.977356,-0.327608,2.264641,100,100,104
-1.974926,-0.329061,2.274683,96,98,103
-1.972475,-0.330527,2.284816,94,93,97
-1.968900,-0.331820,2.293756,96,97,91
-1.966400,-0.333311,2.304059,92,93,98
-1.963878,-0.334815,2.314455,96,99,97
-1.961333,-0.336332,2.324946,96,95,92
-1.958765,-0.337864,2.335532,98,98,91
-1.961782,-0.340382,2.352941,101,98,101
-1.960314,-0.342148,2.365146,98,95,97
-1.956563,-0.343534,2.374727,100,98,93
-1.955054,-0.345332,2.387161,99,99,93
-1.954673,-0.347353,2.401129,97,96,91
-1.954287,-0.349397,2.415261,94,93,86
-1.956213,-0.351883,2.432442,88,88,85
-1.961679,-0.355040,2.454264,77,77,76
-1.958969,-0.356747,2.466063,55,57,54
-1.958598,-0.358903,2.480973,33,29,32
-1.957033,-0.360867,2.494547,53,44,39
-1.966267,-0.364859,2.522145,68,64,59
-1.974481,-0.368712,2.548776,68,65,62
-1.979142,-0.371946,2.571133,66,64,60
-1.987655,-0.375951,2.598815,64,64,57
-1.991255,-0.379072,2.620389,62,62,56
-1.985963,-0.380530,2.630467,58,57,51
-1.983183,-0.382491,2.644027,41,46,44
-1.976533,-0.383727,2.652572,27,27,28
-1.969840,-0.384972,2.661173,43,39,38
-1.956739,-0.384972,2.661173,50,45,42
-1.947426,-0.385722,2.666361,49,47,47
-1.938076,-0.386475,2.671568,48,50,52
-1.924923,-0.386475,2.671568,51,49,56
-1.908044,-0.385722,2.666361,50,56,73
-1.892457,-0.385221,2.662900,73,77,101
-1.879347,-0.385221,2.662900,233,196,205
-1.872312,-0.386475,2.671568,255,255,255
-1.864013,-0.387485,2.678544,204,245,250
-1.846006,-0.386475,2.671568,119,127,150
-1.834047,-0.386727,2.673309,199,187,189
-1.818517,-0.386224,2.669830,228,240,255
-1.796024,-0.384224,2.656006,215,240,255
-1.774906,-0.382491,2.644027,161,182,223
-1.771018,-0.384473,2.657726,214,211,255
-1.760213,-0.384972,2.661173,255,255,255
-1.755079,-0.386727,2.673309,255,255,255
-1.748753,-0.388245,2.683799,255,255,255
-1.748116,-0.391058,2.703247,255,255,255
-1.738243,-0.391833,2.708600,255,255,255
-1.727187,-0.392350,2.712180,255,255,255
-1.714968,-0.392610,2.713974,255,255,255
-1.704989,-0.393391,2.719370,255,255,255
-1.689362,-0.392870,2.715770,255,255,255
-1.674883,-0.392610,2.713974,255,255,255
-1.656045,-0.391316,2.705029,255,255,255
-1.635182,-0.389519,2.692604,255,255,255
-1.618739,-0.388753,2.687315,255,255,255
-1.609726,-0.389774,2.694372,255,255,255
-1.609139,-0.392870,2.715770,255,255,255
-1.619346,-0.398674,2.755896,255,255,255
-1.621019,-0.402459,2.782054,224,247,255
-1.606233,-0.402186,2.780169,255,255,255
-1.589316,-0.401370,2.774529,255,255,255
-1.574591,-0.401099,2.772655,255,255,255
-1.568359,-0.403005,2.785831,255,255,255
-1.559938,-0.404378,2.795320,190,209,255
-1.556781,-0.407151,2.814492,255,255,255
-1.509788,-0.398407,2.754046,255,255,255
-1.479350,-0.393913,2.722979,255,255,255
-1.519380,-0.408271,2.822234,255,255,255
-1.561323,-0.423414,2.926911,201,209,255
-1.526230,-0.417753,2.887775,255,255,255
-1.505655,-0.415996,2.875634,255,255,255
-1.513774,-0.422209,2.918584,255,255,255
-1.486717,-0.418636,2.893885,255,255,255
-1.450981,-0.412527,2.851653,255,255,255
-1.451059,-0.416580,2.879670,255,255,255
-1.447036,-0.419524,2.900021,255,255,255
-1.453300,-0.425539,2.941598,255,255,255
-1.529840,-0.452459,3.127690,228,240,255
-1.559613,-0.465955,3.220980,244,231,255
-1.408843,-0.425234,2.939491,255,255,255
-1.368876,-0.417459,2.885745,255,255,255
-1.369111,-0.421909,2.916510,255,255,255
-1.418256,-0.441686,3.053221,229,240,255
-1.419062,-0.446671,3.087682,255,255,255
-1.411294,-0.449037,3.104031,255,255,255
-1.398127,-0.449717,3.108734,255,255,255
-1.374491,-0.447008,3.090007,255,255,255
-1.313771,-0.432042,2.986557,167,173,203
-1.319231,-0.438748,3.032911,255,255,255
-1.291886,-0.434573,3.004048,255,255,255
-1.282730,-0.436490,3.017301,255,255,255
-1.532471,-0.533837,3.690224,237,242,254
-1.172447,-0.418341,2.891846,255,255,255
-1.180675,-0.426456,2.947938,255,255,255
-1.584085,-0.586587,4.054871,246,241,253
-1.104373,-0.419524,2.900021,255,255,255
-1.096294,-0.421909,2.916510,255,255,255
-1.544680,-0.602361,4.163906,255,255,255
-1.427832,-0.564284,3.900693,255,255,255
-1.083524,-0.440049,3.041904,255,255,255
-1.398198,-0.583991,4.036920,238,234,250
-1.329284,-0.563213,3.893291,255,255,255
-1.179217,-0.506940,3.504295,255,255,255
-1.115295,-0.486579,3.363549,255,255,255
-1.203283,-0.532878,3.683599,255,255,255
-1.269475,-0.570795,3.945701,235,230,253
-1.225308,-0.559497,3.867605,255,255,255
-1.062997,-0.493045,3.408247,255,255,255
-1.065690,-0.502222,3.471683,255,255,255
-1.261500,-0.614202,4.245762,204,193,212
-0.999012,-0.503073,3.477567,255,255,255
-0.989438,-0.506940,3.504295,255,255,255
-1.023767,-0.533837,3.690224,206,212,225
-1.024955,-0.544112,3.761255,168,168,191
-0.967421,-0.523019,3.615444,255,255,255
-0.898933,-0.495101,3.422459,255,255,255
-0.874787,-0.491006,3.394151,212,211,223
-0.848254,-0.485385,3.355298,255,255,255
-0.772957,-0.451084,3.118183,255,255,255
-0.761076,-0.453150,3.132465,255,255,255
-0.757801,-0.460532,3.183498,255,255,255
-0.741553,-0.460175,3.181030,255,255,255
-0.728716,-0.461966,3.193408,255,255,255
-0.714663,-0.463047,3.200881,255,255,255
-0.698904,-0.463047,3.200881,255,255,255
-0.683145,-0.463047,3.200881,255,255,255
-0.668952,-0.464133,3.208389,255,255,255
-0.652136,-0.463408,3.203379,255,255,255
-0.633398,-0.461248,3.188445,255,255,255
-0.613411,-0.458045,3.166303,244,244,245
-0.586509,-0.449376,3.106381,218,217,225
-0.568204,-0.447008,3.090007,206,206,222
-0.551331,-0.445665,3.080728,252,255,255
-0.535360,-0.444997,3.076109,186,193,206
-0.518660,-0.443667,3.066913,136,135,133
-0.502434,-0.442674,3.060051,227,211,206
-0.485919,-0.441358,3.050951,255,255,255
-0.471951,-0.442345,3.057771,255,255,255
-0.462759,-0.448020,3.097003,253,255,254
