x,y,z
-0.150219,0.011475,0.790755
-0.148439,0.107468,0.785927
-0.149326,0.115472,0.788781
-0.149618,0.119474,0.789731
-0.149904,0.125475,0.790680
-0.149899,0.127475,0.790679
-0.149888,0.131475,0.790676
-0.149882,0.133475,0.790675
-0.146794,-0.206540,0.784834
-0.146789,-0.204540,0.784833
-0.146783,-0.202540,0.784832
-0.146778,-0.200540,0.784830
-0.146920,-0.142538,0.785745
-0.146904,-0.136538,0.785741
-0.146865,-0.122538,0.785732
-0.147074,-0.088537,0.786662
-0.147041,-0.076537,0.786654
-0.147036,-0.074537,0.786653
-0.147030,-0.072537,0.786652
-0.147025,-0.070537,0.786650
-0.147014,-0.066537,0.786648
-0.147008,-0.064537,0.786646
-0.147003,-0.062537,0.786645
-0.146986,-0.056537,0.786641
-0.146981,-0.054537,0.786640
-0.147217,-0.030536,0.787577
-0.147206,-0.026536,0.787574
-0.146225,0.109462,0.785578
-0.147106,0.119466,0.788431
-0.147393,0.125467,0.789380
-0.147387,0.127467,0.789379
-0.147381,0.129467,0.789377
-0.147370,0.133467,0.789375
-0.144288,-0.208548,0.783535
-0.144282,-0.206548,0.783534
-0.144277,-0.204548,0.783533
-0.144271,-0.202548,0.783531
-0.144266,-0.200548,0.783530
-0.144260,-0.198548,0.783529
-0.144255,-0.196548,0.783527
-0.144249,-0.194548,0.783526
-0.144244,-0.192548,0.783525
-0.144238,-0.190548,0.783523
-0.144233,-0.188548,0.783522
-0.144227,-0.186548,0.783521
-0.144409,-0.142546,0.784445
-0.144392,-0.136546,0.784441
-0.144359,-0.124546,0.784433
-0.144353,-0.122546,0.784432
-0.144348,-0.120546,0.784430
-0.144315,-0.108546,0.784422
-0.144529,-0.076545,0.785354
-0.144524,-0.074545,0.785353
-0.144518,-0.072545,0.785352
-0.144507,-0.068545,0.785349
-0.144502,-0.066545,0.785348
-0.144496,-0.064545,0.785346
-0.144491,-0.062545,0.785345
-0.144485,-0.060545,0.785344
-0.144480,-0.058545,0.785342
-0.144474,-0.056545,0.785341
-0.144463,-0.052545,0.785338
-0.144458,-0.050545,0.785337
-0.144716,-0.034543,0.786279
-0.144705,-0.030543,0.786277
-0.144700,-0.028543,0.786275
-0.144683,-0.022543,0.786272
-0.144678,-0.020543,0.786270
-0.144656,-0.012543,0.786265
-0.144925,-0.000542,0.787210
-0.144920,0.001458,0.787209
-0.142551,0.091448,0.780478
-0.143421,0.105452,0.783328
-0.144010,0.111455,0.785230
-0.144302,0.115457,0.786180
-0.144600,0.117458,0.787132
-0.144594,0.119458,0.787131
-0.144881,0.125460,0.788080
-0.144875,0.127460,0.788078
-0.144870,0.129460,0.788077
-0.144864,0.131460,0.788076
-0.144859,0.133460,0.788074
-0.144853,0.135460,0.788073
-0.144847,0.137460,0.788072
-0.144842,0.139460,0.788070
-0.144825,0.145460,0.788067
-0.141776,-0.208556,0.782235
-0.141770,-0.206556,0.782234
-0.141765,-0.204556,0.782233
-0.141759,-0.202556,0.782231
-0.141754,-0.200556,0.782230
-0.141748,-0.198556,0.782229
-0.141743,-0.196556,0.782227
-0.141737,-0.194556,0.782226
-0.141732,-0.192556,0.782225
-0.141726,-0.190556,0.782223
-0.141721,-0.188556,0.782222
-0.141715,-0.186556,0.782221
-0.141710,-0.184556,0.782219
-0.141688,-0.176556,0.782214
-0.141682,-0.174556,0.782213
-0.141886,-0.138554,0.783142
-0.141875,-0.134554,0.783139
-0.141869,-0.132554,0.783138
-0.141858,-0.128554,0.783135
-0.141841,-0.122554,0.783131
-0.141836,-0.120554,0.783130
-0.141830,-0.118554,0.783129
-0.141819,-0.114554,0.783126
-0.141781,-0.100554,0.783117
-0.142040,-0.084553,0.784059
-0.142028,-0.080553,0.784057
-0.142017,-0.076553,0.784054
-0.142006,-0.072553,0.784051
-0.142001,-0.070553,0.784050
-0.141995,-0.068553,0.784049
-0.141990,-0.066553,0.784047
-0.141984,-0.064553,0.784046
-0.141979,-0.062553,0.784045
-0.141968,-0.058553,0.784042
-0.141962,-0.056553,0.784041
-0.141957,-0.054553,0.784039
-0.142210,-0.036551,0.784981
-0.142204,-0.034551,0.784979
-0.142199,-0.032551,0.784978
-0.142188,-0.028551,0.784975
-0.142182,-0.026551,0.784974
-0.142177,-0.024551,0.784973
-0.142419,-0.002550,0.785911
-0.142683,0.011452,0.786855
-0.142678,0.013452,0.786854
-0.142656,0.021452,0.786848
-0.142650,0.023452,0.786847
-0.142645,0.025452,0.786846
-0.142639,0.027452,0.786844
-0.140331,0.095442,0.780128
-0.140623,0.099443,0.781079
-0.140915,0.103444,0.782029
-0.141207,0.107446,0.782979
-0.141504,0.109447,0.783931
-0.141801,0.111449,0.784883
-0.141796,0.113449,0.784881
-0.142088,0.117450,0.785832
-0.142082,0.119450,0.785831
-0.142380,0.121452,0.786782
-0.142374,0.123452,0.786781
-0.142369,0.125452,0.786780
-0.142363,0.127452,0.786778
-0.142358,0.129452,0.786777
-0.142352,0.131452,0.786776
-0.142347,0.133452,0.786774
-0.142336,0.137452,0.786772
-0.142330,0.139452,0.786770
-0.142319,0.143452,0.786768
-0.139253,-0.204563,0.780932
-0.139247,-0.202563,0.780931
-0.139242,-0.200563,0.780930
-0.139236,-0.198563,0.780929
-0.139225,-0.194563,0.780926
-0.139220,-0.192563,0.780925
-0.139209,-0.188563,0.780922
-0.139198,-0.184563,0.780919
-0.139429,-0.158562,0.781855
-0.139412,-0.152562,0.781851
-0.139401,-0.148562,0.781848
-0.139390,-0.144562,0.781846
-0.139379,-0.140562,0.781843
-0.139374,-0.138562,0.781842
-0.139368,-0.136562,0.781841
-0.139352,-0.130562,0.781837
-0.139341,-0.126562,0.781834
-0.139335,-0.124562,0.781833
-0.139324,-0.120562,0.781830
-0.139274,-0.102562,0.781818
-0.139566,-0.098560,0.782768
-0.139258,-0.096562,0.781814
-0.139544,-0.090560,0.782763
-0.139517,-0.080560,0.782757
-0.139511,-0.078560,0.782755
-0.139506,-0.076560,0.782754
-0.139500,-0.074560,0.782753
-0.139494,-0.072560,0.782751
-0.139489,-0.070560,0.782750
-0.139483,-0.068560,0.782749
-0.139478,-0.066560,0.782747
-0.139472,-0.064560,0.782746
-0.139467,-0.062560,0.782745
-0.139461,-0.060560,0.782743
-0.139456,-0.058560,0.782742
-0.139450,-0.056560,0.782741
-0.139742,-0.052559,0.783691
-0.139737,-0.050559,0.783690
-0.139423,-0.046560,0.782734
-0.139715,-0.042559,0.783684
-0.139698,-0.036559,0.783680
-0.139693,-0.034559,0.783679
-0.139687,-0.032559,0.783678
-0.139913,-0.004557,0.784612
-0.139907,-0.002557,0.784611
-0.140149,0.019444,0.785550
-0.138122,0.095435,0.779781
-0.138414,0.099437,0.780732
-0.138706,0.103438,0.781682
-0.138998,0.107440,0.782632
-0.139290,0.111441,0.783583
-0.139581,0.115443,0.784533
-0.139868,0.121444,0.785482
-0.139862,0.123444,0.785481
-0.139857,0.125444,0.785479
-0.139846,0.129444,0.785477
-0.140127,0.137445,0.786425
-0.136747,-0.206571,0.779634
-0.136741,-0.204571,0.779632
-0.136730,-0.200571,0.779630
-0.136725,-0.198571,0.779628
-0.136917,-0.158570,0.780555
-0.136906,-0.154570,0.780552
-0.136900,-0.152570,0.780551
-0.136867,-0.140570,0.780543
-0.136862,-0.138570,0.780542
-0.136851,-0.134570,0.780539
-0.137065,-0.102568,0.781471
-0.137032,-0.090568,0.781463
-0.137027,-0.088568,0.781462
-0.137021,-0.086568,0.781460
-0.137016,-0.084568,0.781459
-0.136999,-0.078568,0.781455
-0.137241,-0.056567,0.782394
-0.137225,-0.050567,0.782390
-0.137219,-0.048567,0.782388
-0.137214,-0.046567,0.782387
-0.137208,-0.044567,0.782386
-0.137203,-0.042567,0.782384
-0.137197,-0.040567,0.782383
-0.137192,-0.038567,0.782382
-0.137181,-0.034567,0.782379
-0.137170,-0.030567,0.782376
-0.137687,0.001436,0.784261
-0.135335,0.085426,0.777535
-0.135329,0.087426,0.777533
-0.135621,0.091427,0.778484
-0.135913,0.095429,0.779434
-0.135907,0.097429,0.779433
-0.136205,0.099430,0.780384
-0.136199,0.101430,0.780383
-0.136789,0.107433,0.782285
-0.136783,0.109433,0.782284
-0.137075,0.113435,0.783234
-0.137361,0.119436,0.784183
-0.137356,0.121436,0.784182
-0.137350,0.123436,0.784181
-0.137620,0.135438,0.785126
-0.137615,0.137438,0.785124
-0.137609,0.139438,0.785123
-0.137604,0.141438,0.785122
-0.137593,0.145438,0.785119
-0.134229,-0.204579,0.778332
-0.134477,-0.184577,0.779272
-0.134471,-0.182577,0.779271
-0.134460,-0.178577,0.779268
-0.134455,-0.176577,0.779267
-0.134444,-0.172577,0.779264
-0.134438,-0.170577,0.779263
-0.134422,-0.164577,0.779259
-0.134411,-0.160577,0.779256
-0.134400,-0.156577,0.779254
-0.134603,-0.120576,0.780183
-0.134592,-0.116576,0.780180
-0.134587,-0.114576,0.780179
-0.134581,-0.112576,0.780177
-0.134570,-0.108576,0.780175
-0.134559,-0.104576,0.780172
-0.134554,-0.102576,0.780171
-0.134548,-0.100576,0.780170
-0.134537,-0.096576,0.780167
-0.134526,-0.092576,0.780164
-0.134774,-0.072575,0.781104
-0.134741,-0.060575,0.781096
-0.134724,-0.054575,0.781092
-0.134718,-0.052575,0.781091
-0.134972,-0.034573,0.782032
-0.134950,-0.026573,0.782027
-0.134944,-0.024573,0.782025
-0.134933,-0.020573,0.782023
-0.134928,-0.018573,0.782021
-0.135197,-0.006572,0.782966
-0.135186,-0.002572,0.782964
-0.135170,0.003428,0.782960
-0.135440,0.015430,0.783905
-0.135429,0.019430,0.783902
-0.135406,0.027430,0.783897
-0.133126,0.085420,0.777188
-0.133120,0.087420,0.777186
-0.133412,0.091421,0.778137
-0.133407,0.093421,0.778135
-0.133704,0.095423,0.779087
-0.133698,0.097423,0.779086
-0.133990,0.101424,0.780036
-0.134288,0.103425,0.780988
-0.134282,0.105425,0.780986
-0.134580,0.107427,0.781938
-0.134574,0.109427,0.781937
-0.134569,0.111427,0.781935
-0.134866,0.113428,0.782887
-0.134861,0.115428,0.782886
-0.134855,0.117428,0.782885
-0.134844,0.121428,0.782882
-0.134839,0.123428,0.782881
-0.135136,0.125430,0.783832
-0.135130,0.127430,0.783831
-0.135125,0.129430,0.783830
-0.135119,0.131430,0.783828
-0.135114,0.133430,0.783827
-0.135103,0.137430,0.783824
-0.135097,0.139430,0.783823
-0.135092,0.141430,0.783822
-0.135086,0.143430,0.783820
-0.135081,0.145430,0.783819
-0.132009,-0.200585,0.777983
-0.132004,-0.198585,0.777981
-0.131998,-0.196585,0.777980
-0.131993,-0.194585,0.777979
-0.131987,-0.192585,0.777977
-0.131982,-0.190585,0.777976
-0.131976,-0.188585,0.777975
-0.131971,-0.186585,0.777973
-0.131965,-0.184585,0.777972
-0.131948,-0.178585,0.777968
-0.131915,-0.166585,0.777960
-0.132207,-0.162584,0.778910
-0.132174,-0.150584,0.778902
-0.132163,-0.146584,0.778900
-0.132152,-0.142584,0.778897
-0.132147,-0.140584,0.778896
-0.132141,-0.138584,0.778895
-0.132130,-0.134584,0.778892
-0.132124,-0.132584,0.778891
-0.132113,-0.128584,0.778888
-0.132108,-0.126584,0.778887
-0.132102,-0.124584,0.778885
-0.132097,-0.122584,0.778884
-0.132086,-0.118584,0.778881
-0.132080,-0.116584,0.778880
-0.132075,-0.114584,0.778879
-0.132058,-0.108584,0.778875
-0.132322,-0.094582,0.779818
-0.132317,-0.092582,0.779817
-0.132306,-0.088582,0.779814
-0.132289,-0.082582,0.779811
-0.132278,-0.078582,0.779808
-0.132273,-0.076582,0.779807
-0.132267,-0.074582,0.779805
-0.132251,-0.068582,0.779801
-0.132245,-0.066582,0.779800
-0.132240,-0.064582,0.779799
-0.132234,-0.062582,0.779797
-0.132229,-0.060582,0.779796
-0.132504,-0.050581,0.780742
-0.132493,-0.046581,0.780740
-0.132482,-0.042581,0.780737
-0.132476,-0.040581,0.780736
-0.132465,-0.036581,0.780733
-0.132708,-0.014579,0.781672
-0.132702,-0.012579,0.781670
-0.132961,0.003422,0.782613
-0.132955,0.005422,0.782611
-0.132950,0.007422,0.782610
-0.132895,0.027422,0.782597
-0.130664,0.067412,0.775899
-0.130630,0.079412,0.775891
-0.130625,0.081412,0.775890
-0.130619,0.083412,0.775889
-0.130911,0.087413,0.776839
-0.131203,0.091415,0.777790
-0.131198,0.093415,0.777788
-0.131495,0.095416,0.778740
-0.131490,0.097416,0.778739
-0.131781,0.101418,0.779689
-0.132073,0.105419,0.780639
-0.132365,0.109421,0.781590
-0.132360,0.111421,0.781588
-0.132652,0.115422,0.782539
-0.132646,0.117422,0.782537
-0.132641,0.119422,0.782536
-0.132630,0.123422,0.782533
-0.132888,0.139424,0.783476
-0.132883,0.141424,0.783475
-0.132877,0.143424,0.783473
-0.132872,0.145424,0.783472
-0.129508,-0.204593,0.776685
-0.129497,-0.200593,0.776682
-0.129728,-0.174592,0.777618
-0.129717,-0.170592,0.777616
-0.129706,-0.166592,0.777613
-0.129695,-0.162592,0.777610
-0.129690,-0.160592,0.777609
-0.129684,-0.158592,0.777608
-0.129679,-0.156592,0.777606
-0.129673,-0.154592,0.777605
-0.129657,-0.148592,0.777601
-0.129860,-0.112590,0.778530
-0.129844,-0.106590,0.778526
-0.129838,-0.104590,0.778525
-0.129833,-0.102590,0.778524
-0.129816,-0.096590,0.778520
-0.129788,-0.086590,0.778513
-0.129783,-0.084590,0.778512
-0.130036,-0.066589,0.779453
-0.130025,-0.062589,0.779450
-0.130020,-0.060589,0.779449
-0.130009,-0.056589,0.779446
-0.130003,-0.054589,0.779445
-0.129998,-0.052589,0.779444
-0.129992,-0.050589,0.779442
-0.130262,-0.038587,0.780387
-0.130256,-0.036587,0.780386
-0.130245,-0.032587,0.780383
-0.130234,-0.028587,0.780381
-0.130229,-0.026587,0.780379
-0.130223,-0.024587,0.780378
-0.130218,-0.022587,0.780377
-0.130212,-0.020587,0.780375
-0.130482,-0.008586,0.781321
-0.130477,-0.006586,0.781319
-0.130471,-0.004586,0.781318
-0.130730,0.011416,0.782260
-0.130697,0.023416,0.782252
-0.130691,0.025416,0.782251
-0.130377,0.029414,0.781295
-0.128774,0.061407,0.776509
-0.128146,0.069404,0.774598
-0.128141,0.071404,0.774597
-0.128135,0.073404,0.774595
-0.128421,0.079405,0.775544
-0.128416,0.081405,0.775543
-0.128702,0.087407,0.776492
-0.129000,0.089408,0.777444
-0.128994,0.091408,0.777442
-0.128989,0.093408,0.777441
-0.129286,0.095410,0.778393
-0.129281,0.097410,0.778391
-0.129578,0.099411,0.779343
-0.129573,0.101411,0.779342
-0.129870,0.103413,0.780294
-0.129864,0.105413,0.780292
-0.129859,0.107413,0.780291
-0.130156,0.109414,0.781243
-0.130151,0.111414,0.781241
-0.130145,0.113414,0.781240
-0.130140,0.115414,0.781239
-0.130134,0.117414,0.781237
-0.130421,0.123416,0.782186
-0.130415,0.125416,0.782185
-0.130410,0.127416,0.782184
-0.130404,0.129416,0.782182
-0.130399,0.131416,0.782181
-0.130393,0.133416,0.782180
-0.130388,0.135416,0.782178
-0.130376,0.139416,0.782176
-0.130371,0.141416,0.782174
-0.130365,0.143416,0.782173
-0.127299,-0.204599,0.776338
-0.127288,-0.200599,0.776335
-0.127283,-0.198599,0.776334
-0.127277,-0.196599,0.776333
-0.127272,-0.194599,0.776331
-0.127266,-0.192599,0.776330
-0.127261,-0.190599,0.776329
-0.127255,-0.188599,0.776327
-0.127250,-0.186599,0.776326
-0.127244,-0.184599,0.776325
-0.127239,-0.182599,0.776323
-0.127233,-0.180599,0.776322
-0.127217,-0.174599,0.776318
-0.127211,-0.172599,0.776317
-0.127470,-0.156598,0.777259
-0.127453,-0.150598,0.777255
-0.127442,-0.146598,0.777253
-0.127437,-0.144598,0.777251
-0.127431,-0.142598,0.777250
-0.127426,-0.140598,0.777249
-0.127420,-0.138598,0.777247
-0.127415,-0.136598,0.777246
-0.127404,-0.132598,0.777243
-0.127398,-0.130598,0.777242
-0.127393,-0.128598,0.777241
-0.127387,-0.126598,0.777239
-0.127629,-0.104596,0.778178
-0.127585,-0.088596,0.778167
-0.127580,-0.086596,0.778166
-0.127568,-0.082596,0.778163
-0.127563,-0.080596,0.778162
-0.127557,-0.078596,0.778161
-0.127552,-0.076596,0.778159
-0.127530,-0.068596,0.778154
-0.127822,-0.064595,0.779104
-0.127816,-0.062595,0.779103
-0.127794,-0.054595,0.779098
-0.127789,-0.052595,0.779096
-0.127783,-0.050595,0.779095
-0.127778,-0.048595,0.779094
-0.127772,-0.046595,0.779093
-0.127767,-0.044595,0.779091
-0.127761,-0.042595,0.779090
-0.127756,-0.040595,0.779089
-0.128020,-0.026594,0.780032
-0.128009,-0.022594,0.780030
-0.127998,-0.018594,0.780027
-0.127992,-0.016594,0.780026
-0.127987,-0.014594,0.780024
-0.128257,-0.002592,0.780970
-0.128251,-0.000592,0.780968
-0.128245,0.001408,0.780967
-0.128240,0.003408,0.780966
-0.128174,0.027408,0.780950
-0.128168,0.029408,0.780948
-0.126257,0.063399,0.775208
-0.126251,0.065399,0.775206
-0.125937,0.069398,0.774251
-0.125932,0.071398,0.774249
-0.125926,0.073398,0.774248
-0.125915,0.077398,0.774246
-0.126212,0.079399,0.775197
-0.126207,0.081399,0.775196
-0.126499,0.085401,0.776146
-0.126493,0.087401,0.776145
-0.126785,0.091402,0.777095
-0.127083,0.093404,0.778047
-0.127077,0.095404,0.778046
-0.127375,0.097405,0.778997
-0.127369,0.099405,0.778996
-0.127364,0.101405,0.778995
-0.127661,0.103406,0.779946
-0.127655,0.105407,0.779945
-0.127650,0.107406,0.779944
-0.127942,0.111408,0.780894
-0.127936,0.113408,0.780893
-0.127931,0.115408,0.780891
-0.127925,0.117408,0.780890
-0.127920,0.119408,0.780889
-0.128217,0.121409,0.781841
-0.127909,0.123408,0.780886
-0.128206,0.125409,0.781838
-0.128201,0.127409,0.781837
-0.128195,0.129409,0.781835
-0.128190,0.131409,0.781834
-0.128184,0.133409,0.781833
-0.128179,0.135409,0.781831
-0.128173,0.137409,0.781830
-0.128168,0.139409,0.781829
-0.128156,0.143409,0.781826
-0.124782,-0.202607,0.775036
-0.124776,-0.200607,0.775035
-0.124765,-0.196607,0.775033
-0.125052,-0.190606,0.775982
-0.125046,-0.188606,0.775980
-0.125030,-0.182606,0.775976
-0.125024,-0.180606,0.775975
-0.125019,-0.178606,0.775974
-0.125013,-0.176606,0.775972
-0.125008,-0.174606,0.775971
-0.125002,-0.172606,0.775970
-0.124997,-0.170606,0.775968
-0.124991,-0.168606,0.775967
-0.124986,-0.166606,0.775966
-0.124980,-0.164606,0.775964
-0.124974,-0.162606,0.775963
-0.124963,-0.158606,0.775960
-0.124958,-0.156606,0.775959
-0.124952,-0.154606,0.775958
-0.125228,-0.144604,0.776904
-0.125222,-0.142604,0.776903
-0.125217,-0.140604,0.776902
-0.125189,-0.130604,0.776895
-0.125178,-0.126604,0.776892
-0.125173,-0.124604,0.776891
-0.125161,-0.120604,0.776888
-0.125150,-0.116604,0.776886
-0.125145,-0.114604,0.776884
-0.125139,-0.112604,0.776883
-0.125123,-0.106604,0.776879
-0.125117,-0.104604,0.776878
-0.125095,-0.096604,0.776872
-0.125371,-0.086603,0.777819
-0.125365,-0.084603,0.777818
-0.125349,-0.078603,0.777814
-0.125343,-0.076603,0.777812
-0.125337,-0.074603,0.777811
-0.125332,-0.072603,0.777810
-0.125326,-0.070603,0.777808
-0.125552,-0.042601,0.778743
-0.125547,-0.040601,0.778741
-0.125541,-0.038601,0.778740
-0.125530,-0.034601,0.778737
-0.125794,-0.020600,0.779681
-0.125783,-0.016600,0.779679
-0.125778,-0.014600,0.779677
-0.125772,-0.012600,0.779676
-0.126014,0.009402,0.780614
-0.126009,0.011402,0.780613
-0.126003,0.013402,0.780612
-0.125998,0.015402,0.780610
-0.125992,0.017402,0.780609
-0.125981,0.021402,0.780607
-0.125976,0.023402,0.780605
-0.125970,0.025402,0.780604
-0.125965,0.027402,0.780603
-0.125959,0.029402,0.780601
-0.125954,0.031402,0.780600
-0.125948,0.033402,0.780599
-0.123723,0.071391,0.773902
-0.123998,0.081393,0.774849
-0.124290,0.085394,0.775799
-0.124582,0.089396,0.776750
-0.124874,0.093397,0.777700
-0.124868,0.095397,0.777699
-0.125155,0.101399,0.778648
-0.125447,0.105400,0.779598
-0.125441,0.107400,0.779597
-0.125727,0.113402,0.780546
-0.125722,0.115402,0.780544
-0.125716,0.117402,0.780543
-0.125711,0.119402,0.780542
-0.125705,0.121402,0.780540
-0.125700,0.123402,0.780539
-0.125689,0.127402,0.780536
-0.122573,-0.202613,0.774689
-0.122567,-0.200613,0.774688
-0.122562,-0.198613,0.774687
-0.122551,-0.194613,0.774684
-0.122545,-0.192613,0.774683
-0.122766,-0.162612,0.775616
-0.122754,-0.158612,0.775613
-0.122749,-0.156612,0.775612
-0.122743,-0.154612,0.775611
-0.122738,-0.152612,0.775609
-0.122732,-0.150612,0.775608
-0.122727,-0.148612,0.775607
-0.122721,-0.146612,0.775605
-0.122710,-0.142612,0.775603
-0.122705,-0.140612,0.775601
-0.122699,-0.138612,0.775600
-0.122964,-0.124611,0.776544
-0.122953,-0.120611,0.776541
-0.122942,-0.116611,0.776539
-0.122925,-0.110611,0.776535
-0.122914,-0.106611,0.776532
